name
ทหาร
ทหารชั้นสัญญาบัตร
ทหารชั้นประทวน
ทหารยศอื่นๆ 
ผู้จัดการ   ข้าราชการระดับอาวุโส   และผู้บัญญัติกฎหมาย
ผู้บริหารระดับสูง  ข้าราชการระดับอาวุโส  และผู้บัญญัติกฎหมาย
ผู้บัญญัติกฎหมายและข้าราชการระดับอาวุโส
ผู้บัญญัติกฎหมาย
ข้าราชการระดับอาวุโส
ผู้นำตามประเพณีและหัวหน้าหมู่บ้าน
เจ้าหน้าที่ระดับอาวุโสขององค์การที่ดำเนินการเพื่อผลประโยชน์เฉพาะอย่าง
กรรมการผู้จัดการและผู้บริหารระดับสูง
ผู้จัดการด้านการบริหารจัดการและการพาณิชย์
ผู้จัดการด้านการบริการธุรกิจและการบริหารจัดการ
ผู้จัดการด้านการเงิน
ผู้จัดการด้านทรัพยากรบุคคล
ผู้จัดการด้านนโยบายและแผน
ผู้จัดการด้านการบริการธุรกิจและการบริหารจัดการ  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
ผู้จัดการด้านการขาย  การตลาด  และการพัฒนาธุรกิจ
ผู้จัดการด้านการขายและการตลาด
ผู้จัดการด้านโฆษณาและประชาสัมพันธ์
ผู้จัดการด้านวิจัยและพัฒนา
ผู้จัดการด้านการผลิตและการบริการเฉพาะอย่าง
ผู้จัดการด้านการผลิตในภาคการเกษตร  การป่าไม้  และการประมง
ผู้จัดการด้านการผลิตในภาคการเกษตรและการป่าไม้
ผู้จัดการด้านการผลิตในภาคการเพาะเลี้ยงสัตว์น้ำและการประมง
ผู้จัดการด้านการผลิต  เหมืองแร่  ก่อสร้าง  และการจัดส่งสินค้า
ผู้จัดการด้านการผลิต
ผู้จัดการด้านการทำเหมือง
ผู้จัดการด้านการก่อสร้าง
ผู้จัดการด้านการจัดหาและจัดส่งสินค้า
ผู้จัดการด้านการบริการเทคโนโลยีสารสนเทศและการสื่อสาร
ผู้จัดการด้านการบริการวิชาชีพ
ผู้จัดการด้านการบริการดูแลเด็ก
ผู้จัดการด้านการบริการสุขภาพ
ผู้จัดการด้านการบริการดูแลผู้สูงอายุ
ผู้จัดการด้านงานสังคมสงเคราะห์
ผู้จัดการด้านการศึกษา
ผู้จัดการสาขาด้านการบริการทางการเงินและการประกันภัย
ผู้จัดการด้านการบริการวิชาชีพ   ซึ่งมิได้จัดประเภทไว้ในที่อื่น
ผู้จัดการโรงแรม  การค้า  และการบริการอื่นๆ  ที่เกี่ยวข้อง
ผู้จัดการโรงแรมและภัตตาคาร/ร้านอาหาร
ผู้จัดการโรงแรม
ผู้จัดการภัตตาคาร/ร้านอาหาร
ผู้จัดการด้านการค้าปลีกและค้าส่ง
ผู้จัดการด้านการบริการอื่นๆ
ผู้จัดการด้านการกีฬา  นันทนาการ  และศูนย์วัฒนธรรม
ผู้จัดการด้านการบริการ  ซึ่งมิได้จัดประเภทไว้ในที่อื่น
ผู้ประกอบวิชาชีพด้านต่างๆ
ผู้ประกอบวิชาชีพด้านวิทยาศาสตร์และวิศวกรรมศาสตร์
นักวิทยาศาสตร์กายภาพและและนักวิทยาศาสตร์พื้นพิภพ
นักฟิสิกส์และนักดาราศาสตร์
นักอุตุนิยมวิทยา
นักเคมี
นักธรณีวิทยาและนักธรณีฟิสิกส์
นักคณิตศาสตร์ นักคณิตศาสตร์ประกันภัย และนักสถิติ
ผู้ประกอบวิชาชีพด้านวิทยาศาสตร์สิ่งมีชีวิต
นักชีววิทยา นักพฤกษศาสตร์ นักสัตวศาสตร์  และผู้ประกอบวิชาชีพที่เกี่ยวข้อง
ผู้ให้คำปรึกษาด้านการเกษตร  การป่าไม้  และการประมง
ผู้ประกอบวิชาชีพด้านการรักษาสิ่งแวดล้อม
วิศวกร (ยกเว้นวิศวกรเทคโนโลยีไฟฟ้า)
วิศวกรอุตสาหการและการผลิต
วิศวกรโยธา
วิศวกรสิ่งแวดล้อม
วิศวกรเครื่องกล
วิศวกรเคมี
วิศวกรเหมืองแร่  นักโลหะกรรม  และผู้ประกอบวิชาชีพที่เกี่ยวข้อง
วิศวกร (ยกเว้นวิศวกรเทคโนโลยีไฟฟ้า) ซึ่งมิได้จัดประเภทไว้ในที่อื่น
วิศวกรเทคโนโลยีไฟฟ้า
วิศวกรไฟฟ้า
วิศวกรอิเล็กทรอนิกส์
วิศวกรโทรคมนาคม
สถาปนิก  นักวางผังเมือง  นักสำรวจ  และนักออกแบบ
สถาปนิกก่อสร้าง
นักภูมิสถาปัตย์
นักออกแบบผลิตภัณฑ์และเครื่องแต่งกาย
นักวางผังเมืองและระบบการจราจร
นักทำแผนที่และนักสำรวจ
นักออกแบบภาพกราฟฟิกและสื่อผสม
ผู้ประกอบวิชาชีพด้านสุขภาพ
แพทย์
แพทย์ทั่วไป
แพทย์เฉพาะทาง
พยาบาลวิชาชีพและผดุงครรภ์วิชาชีพ
พยาบาลวิชาชีพ
ผดุงครรภ์วิชาชีพ
แพทย์แผนโบราณและแพทย์ทางเลือก
ผู้ช่วยแพทย์
สัตวแพทย์
ผู้ประกอบวิชาชีพอื่นๆ  ด้านสุขภาพ
ทันตแพทย์
เภสัชกร
ผู้ประกอบวิชาชีพด้านสุขภาพและสุขอนามัยที่เกี่ยวข้องกับสิ่งแวดล้อมและการประกอบวิชาชีพ
นักกายภาพบำบัด
ผู้เชี่ยวชาญเกี่ยวกับอาหารเพื่อสุขภาพและนักโภชนาการ
ผู้ประกอบวิชาชีพด้านแก้ไขการได้ยินและการพูด
นักทัศนมาตรวิชาชีพและผู้เชี่ยวชาญการตรวจวัดสายตา
ผู้ประกอบวิชาชีพอื่นๆ ด้านสุขภาพ ซึ่งมิได้จัดประเภทไว้ในที่อื่น
ผู้ประกอบวิชาชีพด้านการสอน
ครูสอนระดับมหาวิทยาลัยและระดับอุดมศึกษา
ครูสอนระดับอาชีวศึกษา
ครูสอนระดับมัธยมศึกษา
ครูสอนระดับประถมศึกษาและระดับปฐมวัย
ครูสอนระดับประถมศึกษา
ครูสอนระดับปฐมวัย
ผู้ประกอบวิชาชีพอื่นๆ  ด้านการสอน
ผู้เชี่ยวชาญด้านการศึกษา
ครูสอนการศึกษาพิเศษ
ครูสอนภาษาอื่นๆ
ครูสอนดนตรีอื่นๆ
ครูสอนศิลปะอื่นๆ
ผู้ฝึกอบรมด้านเทคโนโลยีสารสนเทศ
ผู้ประกอบวิชาชีพอื่นๆ  ด้านการสอน ซึ่งมิได้จัดประเภทไว้ในที่อื่น
ผู้ประกอบวิชาชีพด้านธุรกิจและการบริหาร
ผู้ประกอบวิชาชีพด้านการเงิน
นักบัญชี
ผู้ให้คำปรึกษาด้านการเงินและการลงทุน
นักวิเคราะห์การเงิน
ผู้ประกอบวิชาชีพด้านการบริหาร
นักวิเคราะห์ด้านการบริหารและองค์การ
ผู้ประกอบวิชาชีพด้านนโยบายการบริหาร
ผู้ประกอบวิชาชีพด้านงานบุคคลและอาชีพ
ผู้ประกอบวิชาชีพด้านการฝึกอบรมและการพัฒนาพนักงาน
ผู้ประกอบวิชาชีพด้านการขาย การตลาด และการประชาสัมพันธ์
ผู้ประกอบวิชาชีพด้านโฆษณาและการตลาด
ผู้ประกอบวิชาชีพด้านการประชาสัมพันธ์
ผู้ประกอบวิชาชีพการขายด้านเทคนิคและด้านการแพทย์ (ยกเว้นด้านเทคโนโลยีสารสนเทศและการสื่อสาร)
ผู้ประกอบวิชาชีพการขายด้านเทคโนโลยีสารสนเทศและการสื่อสาร
ผู้ประกอบวิชาชีพด้านเทคโนโลยีสารสนเทศและการสื่อสาร
นักวิเคราะห์และพัฒนาซอฟต์แวร์และโปรแกรมประยุกต์
นักวิเคราะห์ระบบคอมพิวเตอร์
นักพัฒนาซอฟต์แวร์
นักพัฒนาเว็บไซต์และสื่อผสม 
โปรแกรมเมอร์
นักวิเคราะห์และพัฒนาซอฟต์แวร์และโปรแกรมประยุกต์   ซึ่งมิได้จัดประเภทไว้ในที่อื่น
